address,latitude,longitude,sold,price,area,cbd,station,school
"1 Wissota Pass,Secret Harbour,6173",-32.40748,115.76296,2020/1/1,546000,185,51500,9000,0.926018089
"27 Bay Meadow Heights,Connolly,6027",-31.74312,115.74127,2020/1/1,610000,192,25800,2200,1.294926031
"34 Kilborne Avenue,Quinns Rocks,6030",-31.65572449,115.696491,2020/1/1,408000,171,36400,2300,1.240729579
"22 Horton Crescent,Marangaroo,6064",-31.83285,115.83589,2020/1/1,445000,157,13400,4000,0.695179037
"44 Tuckeroo Parade,Helena Valley,6056",-31.9121202,116.0279501,2020/1/1,805000,255,16600,3400,2.984312498
"27 Birkett Avenue,Beeliar,6164",-32.13724,115.82113,2020/1/1,340000,125,20900,3800,1.447255565
"72 Three Bears Loop,Secret Harbour,6173",-32.41677747,115.7580112,2020/1/1,570000,300,52600,10100,0.480724379
"14 Prunella Crescent,Canning Vale,6155",-32.0757,115.92029,2020/1/1,580000,192,14900,4400,0.836593417
"111 East Road,Hocking,6065",-31.77682995,115.8203612,2020/1/1,489000,166,19900,4000,1.160537547
"20 Carrabelle Street,Butler,6036",-31.65002647,115.7178386,2020/1/1,310000,142,36200,2300,0.884179081
"10 Como Way,Stirling,6021",-31.89153039,115.8180188,2020/1/1,1240000,481,7800,1300,1.86281534
"38 Martindale Avenue,Madeley,6065",-31.80688,115.8304,2020/1/1,617500,231,16400,4600,0.842711579
"3 Brock Lane,Success,6164",-32.15065,115.85519,2020/1/1,415000,190,22100,2900,1.125028007
"51 Ellen Brook Drive,The Vines,6069",-31.7703,116.00768,2020/1/1,1460000,600,24700,13500,3.215831117
"4 Catalina Place,Quinns Rocks,6030",-31.66245843,115.6920937,2020/1/1,815000,284,35900,3100,1.728492132
"41 Mann Street,Cottesloe,6011",-31.98543327,115.7668233,2020/1/1,1300000,175,9400,274,0.768161634
"9 Chidley Place,Rockingham,6168",-32.28937,115.73057,2020/1/1,535000,210,39400,2900,0.676901515
"207 Elderberry Drive,South Lake,6164",-32.10875,115.84848,2020/1/1,345000,118,17500,2100,0.244157217
"55 Paramatta Road,Doubleview,6018",-31.90147,115.78245,2020/1/1,1350000,335,9200,2300,0.563171029
"5 Gibb Crescent,Westminster,6061",-31.86904048,115.8507289,2020/1/1,335000,98,9300,5200,1.090576749
"27 Corsican Way,Canning Vale,6155",-32.08125569,115.920732,2020/1/1,432000,122,15500,4800,0.267573967
"145 Dalkeith Road,Nedlands,6009",-31.9885,115.80226,2020/1/1,1990050,319,6700,2300,2.408154556
"205B Walcott Street,North Perth,6006",-31.92732761,115.8632936,2020/1/1,619000,164,2800,1900,0.912449324
"20 Inverness Court,Cooloongup,6168",-32.29374,115.77157,2020/1/1,377500,165,38900,1000,2.254475052
"24 Fitzpatrick Way,Noranda,6062",-31.87361,115.90326,2020/1/1,565000,246,9700,5400,1.850545733
"152 Lukin Drive,Ridgewood,6030",-31.65310715,115.7167094,2020/1/1,250000,104,35900,2500,0.695603591
"35 Adenmore Way,Kingsley,6026",-31.81608,115.79798,2020/1/1,600000,175,16200,1400,1.017630954
"27 Callaghan Way,Noranda,6062",-31.87616,115.88321,2020/1/1,600000,266,8800,5900,0.275185432
"173 Shaftesbury Avenue,Bedford,6052",-31.90751671,115.8894858,2020/1/1,742000,146,5700,2300,1.136584309
"271C The Strand,Dianella,6059",-31.90000966,115.8823327,2020/10/1,525000,139,6200,3900,1.812232997
"29 Hamelin Loop,Harrisdale,6112",-32.12499674,115.9349282,2020/10/1,487000,174,20500,7200,1.492175679
"75 Mclean Road,Canning Vale,6155",-32.07148,115.92565,2020/10/1,420000,135,14700,3700,1.300650356
"89 Alexander Street,Wembley,6014",-31.93241,115.81006,2020/10/1,1500000,253,5100,2200,1.563219253
"101B Drummond Street,Bedford,6052",-31.90964725,115.8878968,2020/10/1,750000,180,5500,2100,1.213961599
"85 Alison Street,Mount Helena,6082",-31.86734,116.21103,2020/10/1,610000,230,34600,20000,1.129527995
"20 Tinsel Street,Yanchep,6035",-31.53562672,115.6316301,2020/10/1,445000,181,51100,12900,2.187008118
"25 Scott Place,Hillarys,6025",-31.80855,115.75504,2020/10/1,597500,112,18800,2800,1.604871941
"21 Naivasha Turn,Joondalup,6027",-31.7255,115.7668,2020/10/1,558000,187,26700,1600,1.425891413
"19 Jaeger Bend,Tapping,6065",-31.72161139,115.7915485,2020/10/1,512500,182,26500,3900,2.595544553
"25 Westra Way,Ocean Reef,6027",-31.74452,115.73045,2020/10/1,796000,187,26100,3500,1.428598951
"101 Westgrove Drive,Ellenbrook,6069",-31.769042,115.975794,2020/10/1,320000,158,23200,14200,0.487705551
"21 Kingsford Drive,Willetton,6155",-32.06449,115.87549,2020/10/1,781000,186,12600,2400,0.49879023
"23 Porzana Boulevard,Tapping,6065",-31.720961,115.790844,2020/10/1,460000,174,26500,3800,2.537914698
"20A Belgrave Street,Maylands,6051",-31.92647904,115.9006292,2020/10/1,641000,137,4900,454,1.664729117
"224 Duckpond Road,Wellard,6170",-32.27627,115.87224,2020/10/1,775000,167,36100,5400,3.955911628
"7 Hoffman Street,Maddington,6109",-32.04624182,116.0018984,2020/10/1,370000,151,17100,1800,1.655745734
"81/23 Junction Boulevard,Cockburn Central,6164",-32.12523662,115.8568433,2020/10/1,320000,81,19300,141,1.62316763
"101 Dean Road,Bateman,6150",-32.05857,115.84472,2020/10/1,1100000,263,11900,1000,0.244747158
"19 Karalundie Way,Mullaloo,6027",-31.78391,115.74002,2020/10/1,905000,231,21800,3900,1.64372384
"19 Mccormick Street,Warnbro,6169",-32.34321,115.7517,2020/10/1,260000,102,44700,2400,0.255745749
"19 Gladstone Avenue,Swan View,6056",-31.88879,116.04016,2020/10/1,355000,111,18500,3700,0.420276263
"89 Holmfirth Street,Coolbinia,6050",-31.91501,115.85724,2020/10/1,1950000,387,4100,3200,1.368340397
"10/8 Toulon Circle,Mindarie,6030",-31.68901,115.70489,2020/10/1,610000,131,32700,3100,1.34267764
"9/25 Melville Parade,South Perth,6151",-31.96975229,115.8480558,2020/10/1,590000,110,2200,1600,1.939692328
"81 Karril Turn,Yanchep,6035",-31.52906616,115.6317744,2020/10/1,530000,233,51600,13300,2.833381464
"2/4 Wittenoom Road,High Wycombe,6057",-31.93419639,116.0011178,2020/10/1,310000,110,13600,4800,4.693913597
"101 Delgado Parade,Iluka,6028",-31.73497,115.72972,2020/10/1,825000,281,27100,2300,2.386723438
"81 Learmouth Turn,Byford,6122",-32.24004341,115.9777726,2020/10/1,708000,291,33800,10100,2.92552997
"28 Barbados Turn,Hillarys,6025",-31.81834804,115.7411822,2020/10/1,1950000,371,18600,4000,1.125474084
"10 Breton Court,Ballajura,6066",-31.85241,115.90676,2020/10/1,421000,149,12000,7300,1.520444206
"78/23 Junction Boulevard,Cockburn Central,6164",-32.12523662,115.8568433,2020/10/1,300000,83,19300,141,1.62316763
"21 Indooroopilly Place,Connolly,6027",-31.74226,115.7533,2020/10/1,790000,357,25400,1400,0.934530405
"7 Tumut Place,Merriwa,6030",-31.66269,115.71034,2020/10/1,300000,108,35100,3200,0.263148478
"102 Meller Road,Bibra Lake,6163",-32.09846,115.83916,2020/10/1,600000,200,16400,3700,1.339322257
"21 Denston Way,Girrawheen,6064",-31.84106,115.83887,2020/10/1,280000,103,12500,4000,0.582060403
"20 Kardan Drive,Yanchep,6035",-31.53311275,115.627581,2020/10/1,405000,199,51500,13300,2.630255081
"97 Huxtable Terrace,Baldivis,6171",-32.33706,115.79991,2020/10/1,470000,192,43200,3200,0.391700714
"75 Rupert Street,Subiaco,6008",-31.95367919,115.8245972,2020/10/1,1460000,213,3200,1000,1.468961855
"10 Bedale Street,Dianella,6059",-31.89984,115.88791,2020/10/1,545000,148,6500,3200,1.316655269
"87 Gildercliffe Street,Scarborough,6019",-31.88829,115.77496,2020/10/1,860000,108,10700,2900,1.163107721
"21 Griffin Crescent,Manning,6152",-32.01696751,115.8692386,2020/10/1,776500,175,7300,1500,1.243849911
"21 Moraba Way,Piara Waters,6112",-32.14172224,115.917768,2020/10/1,502000,174,21800,5900,3.746378693
"90 Spring Road,Thornlie,6108",-32.04686254,115.9554686,2020/10/1,340000,145,13900,304,1.556113697
"1 Love Street,Myaree,6154",-32.04018283,115.8122838,2020/10/1,625000,149,10700,4000,0.937249254
"79 Railway Parade,Upper Swan,6069",-31.77176,116.0249,2020/10/1,405000,162,25500,13500,4.496960085
"10 Clifton Street,Kelmscott,6111",-32.10738455,116.0190336,2020/10/1,290000,110,23000,858,1.095866311
"2 Gemsarna Crescent,Kelmscott,6111",-32.12229,116.03817,2020/10/1,405000,160,25400,2400,2.556058856
"10/23 Junction Boulevard,Cockburn Central,6164",-32.12523662,115.8568433,2020/10/1,305000,85,19300,141,1.62316763
"185 Albert Road,Middle Swan,6056",-31.85019929,116.0280579,2020/10/1,760000,144,19600,5300,1.78496225
"7/59 Eastdene Circle,Nollamara,6061",-31.87272162,115.8541956,2020/10/1,283000,98,8900,5300,0.611028868
"79 Northstead Street,Scarborough,6019",-31.88753,115.7725,2020/10/1,739888,155,10900,3100,1.312502006
"98 Darlington Road,Darlington,6070",-31.91563,116.0741,2020/10/1,850000,226,20700,7400,0.488702134
"23 Majestic Parade,Dianella,6059",-31.87733,115.86589,2020/10/1,805000,251,8400,6600,1.034272252
"1 Margaret Road,Secret Harbour,6173",-32.4137457,115.7499086,2020/10/1,700000,250,52400,9900,1.250399678
"2/32 Sackville Terrace,Scarborough,6019",-31.88781959,115.7657869,2020/10/1,470000,104,11300,3800,1.207445583
"77 Raymond Street,Yokine,6060",-31.89835439,115.8495618,2020/10/1,622500,229,6100,3100,1.184605536
"26 Elmhurst Drive,Clarkson,6030",-31.680136,115.731986,2020/10/1,402000,153,32600,1300,0.580809011
"23 Lively Circle,Mirrabooka,6061",-31.86749,115.86403,2020/10/1,440000,134,9400,7700,1.036593448
"2 Harmony Avenue,Atwell,6164",-32.15352475,115.8694961,2020/10/1,680000,217,22400,3300,1.177472894
"10/23 Bathurst Street,Dianella,6059",-31.90191585,115.8699484,2020/10/1,275000,75,5700,3800,0.806455743
"83 Riseley Street,Ardross,6153",-32.0285816,115.8369389,2020/10/1,708000,149,8800,2600,0.195461025
"26 DENNIS STREET,Quinns Rocks,6030",-31.67558,115.69942,2020/10/1,405000,113,34300,4500,0.64656677
"78 Attfield Street,South Fremantle,6162",-32.06404422,115.7549652,2020/10/1,775000,150,15900,1600,1.299953244
"10 Cleopatra Circuit,Bertram,6167",-32.25330798,115.8438598,2020/10/1,410000,148,33500,2000,0.466345201
"79A Pier Street,East Fremantle,6158",-32.0341,115.77429,2020/10/1,745000,144,12200,2200,2.348300804
"79B Redwood Crescent,Melville,6156",-32.04739987,115.8004366,2020/10/1,779000,184,11900,5100,0.48895913
"83 Ryrie Avenue,Como,6152",-31.99546359,115.8756056,2020/10/1,1080000,124,5100,2400,0.362677606
"21 Ewens Pass,Wandi,6167",-32.19404528,115.8586181,2020/10/1,405000,131,26900,4800,5.59559167
"27A Regent Avenue,Mount Pleasant,6153",-32.04034,115.85428,2020/10/1,760000,141,9800,742,1.573128202
"10 Windward Street,Yanchep,6035",-31.54144423,115.6273207,2020/10/1,415000,165,50700,12500,1.962153102
"10 Doriemus Road,Baldivis,6171",-32.33901884,115.8181152,2020/10/1,692500,269,43200,4900,1.112202138
"18 Lauraine Drive,Harrisdale,6112",-32.11631153,115.936139,2020/10/1,535000,260,19700,7300,0.528000186
"2 East Lorne Street,Floreat,6014",-31.93086,115.79656,2020/10/1,1730000,300,6400,3300,1.217309887
"26 Casella Place,Wandi,6167",-32.19929,115.86793,2020/10/1,1235000,355,27500,4700,6.165001854
"82 Hamersley Place,Morley,6062",-31.887445,115.914835,2020/10/1,400000,140,8900,3400,1.203678076
"225 Eudoria Street,Gosnells,6110",-32.08683,116.00509,2020/10/1,330000,172,20400,619,2.007292129
"7 Winton Way,Baldivis,6171",-32.31913476,115.8184165,2020/10/1,325000,145,41000,6100,1.911583253
"19 Kinsale Drive,Mindarie,6030",-31.68444,115.70108,2020/10/1,880000,250,33300,3600,0.953912188
"180 Grosvenor Road,North Perth,6006",-31.9345,115.85807,2020/10/1,920000,150,2000,1900,1.631497985
"2/69 Hutton Street,Stirling,6021",-31.89955,115.82262,2020/10/1,340000,77,6800,1700,1.098311429
"23 Jefferies Way,Leeming,6149",-32.07174,115.86643,2020/10/1,660000,203,13300,1600,0.992033293
"20 Tintagel Loop,Orelia,6167",-32.230608,115.821244,2020/10/1,305000,136,31200,2100,1.045374457
"1 Melissa Street,Duncraig,6023",-31.81784,115.7646,2020/10/1,950000,245,17400,1800,0.511555278
"10 Bishop Close,Seville Grove,6112",-32.14377,115.99213,2020/10/1,367000,145,24800,1900,0.288213926
"100a Elvira Street,Palmyra,6157",-32.04049,115.79184,2020/10/1,765000,100,11700,4000,1.4382587
"7 Foxglove Avenue,High Wycombe,6057",-31.93616,116.01572,2020/10/1,632000,244,14900,5200,4.417526321
"20 Painter Crescent,Mundaring,6073",-31.89386,116.17392,2020/10/1,700000,208,30500,16400,0.805395583
"185 Wandu Road,Swan View,6056",-31.89417,116.06347,2020/10/1,630000,177,20400,5900,1.954436587
"22 Freeth Turn,South Guildford,6055",-31.90290691,115.984429,2020/10/1,885000,320,13100,901,1.015378091
"21 Cruiser Turn,Landsdale,6065",-31.81762155,115.8546623,2020/10/1,429000,170,15000,6800,1.412120351
"10 Valli Link,Byford,6122",-32.20576076,116.0092958,2020/10/1,325000,171,31600,5800,2.08576583
"73 Smyth Road,Nedlands,6009",-31.97454,115.80546,2020/10/1,1360000,195,5600,1700,1.666804043
"27 Donna Street,Morley,6062",-31.89144,115.90766,2020/10/1,530000,158,8200,3000,1.552935936
"1/164 McDonald Street,Joondanna,6060",-31.90636,115.83417,2020/10/1,640000,251,5600,1400,0.409652941
"71 Vanessa Way,Swan View,6056",-31.87472,116.0482,2020/10/1,390000,133,19900,4800,1.465481086
"8 Rudge Place,Lockridge,6054",-31.88353999,115.9558128,2020/10/1,282000,113,11900,1900,2.070331754
"73 Robert Street,Como,6152",-32.00357562,115.857518,2020/10/1,1321000,185,5700,695,1.286346146
"266 Tapper Road,Atwell,6164",-32.15182169,115.8691959,2020/10/1,650000,211,22200,3100,0.995712111
"267 Huntriss Road,Doubleview,6018",-31.89661,115.7867,2020/10/1,760000,172,9200,1700,0.882850608
"11 Bounty Way,Mindarie,6030",-31.67739,115.70474,2020/10/1,600000,180,33900,4700,0.132118305
"246 Gaebler Road,Aubin Grove,6164",-32.16857462,115.8682871,2020/10/1,525000,182,24100,4900,2.765858271
"20 Edgefield Way,North Beach,6020",-31.86135152,115.7679943,2020/10/1,647000,88,13300,3300,1.189117372
"244a Hancock Street,Doubleview,6018",-31.89523568,115.7805138,2020/10/1,766000,190,9800,2300,0.454436659
"107 BAYSIDE BOULEVARD,Port Kennedy,6172",-32.3664892,115.7487246,2020/10/1,530000,250,47300,4800,2.522756308
"22 Andromeda Street,Rockingham,6168",-32.28857,115.73378,2020/10/1,315000,138,39300,2600,0.434458944
"2 Tatlock Way,Stratton,6056",-31.87166,116.03777,2020/10/1,257000,123,19100,4100,1.865646866
"20 Jacqueline Street,Bayswater,6053",-31.92056,115.93512,2020/10/1,872000,405,8000,866,1.097706949
"9 Leveque Ramble,Ballajura,6066",-31.8503,115.9151,2020/10/1,375000,108,12500,7500,2.138222837
"104 St Barnabas Boulevard,Quinns Rocks,6030",-31.65915,115.70108,2020/10/1,285000,93,35900,2700,0.871323964
"24 Fairmount Close,Bibra Lake,6163",-32.09306,115.81058,2020/10/1,625000,236,16300,4800,0.674002765
"104 Crystaluna Drive,Golden Bay,6174",-32.43357101,115.7656434,2020/10/1,560000,217,54300,11900,1.991616671
"287 Marmion Street,Melville,6156",-32.04646,115.79553,2020/10/1,900000,180,12100,4800,0.936474085
"1/27 Osborne Road,East Fremantle,6158",-32.03923893,115.768818,2020/10/1,475000,93,12900,1900,1.581685461
"71 Lawler Street,North Perth,6006",-31.9164101,115.8491955,2020/10/1,1070000,160,4100,2500,1.314972082
"10 Poa Way,Baldivis,6171",-32.33997,115.82869,2020/10/1,435000,185,43300,5900,0.653530475
"1 Royce Grove,Booragoon,6154",-32.04205,115.82814,2020/10/1,932000,205,10400,2500,1.554600247
"28 Kimberley Drive,Secret Harbour,6173",-32.39688599,115.7666718,2020/10/1,430000,204,50300,7800,2.132448226
"2 Viggo Brace,Alkimos,6038",-31.60138583,115.6794139,2020/10/1,470000,190,42600,4300,6.242491417
"28 Kurda Road,Westminster,6061",-31.87119,115.83465,2020/10/1,410000,186,9300,3800,2.065060925
"2 Melo Court,Heathridge,6027",-31.76435,115.7679,2020/10/1,435000,118,22600,1300,0.80623586
"24B Strickland Road,Ardross,6153",-32.02780398,115.8428147,2020/10/1,1510000,318,8600,2400,0.74912276
"22 Memphis Ridge,Hocking,6065",-31.77232,115.82109,2020/10/1,550000,275,20300,4000,1.627368172
"9 Mead Street,Warnbro,6169",-32.32941,115.74851,2020/10/1,460000,280,43300,1900,1.618386744
"263 Morrison Road,Midvale,6056",-31.88538,116.03503,2020/10/1,670000,173,18200,3300,0.90921356
"22 Maw Close,Palmyra,6157",-32.05003,115.78148,2020/10/1,755000,236,13100,3400,2.298450719
"11 Bonnydoon Court,Cooloongup,6168",-32.28977,115.76658,2020/10/1,380000,183,38600,497,1.610195421
"9 Corella Street,Stirling,6021",-31.87721425,115.8047684,2020/10/1,719000,133,9800,1900,0.730809224
"22 Bagatelle Road,Landsdale,6065",-31.81101865,115.8736579,2020/10/1,500000,185,15800,8600,0.772576845
"28 WIBBERLEY LOOP,Baldivis,6171",-32.34119,115.809,2020/10/1,473000,188,43600,4200,0.825847369
"2 Saga Court,Cooloongup,6168",-32.29539,115.75749,2020/10/1,355000,186,39400,682,1.74634152
"1 Thurlow Avenue,Yokine,6060",-31.9010744,115.8557645,2020/10/1,525000,117,5700,3400,0.634791332
"11 Cardew Street,Melville,6156",-32.0422,115.80589,2020/10/1,865000,191,11200,4600,0.459076441
"26H Mopsa Way,Coolbellup,6163",-32.07536101,115.8107095,2020/10/1,390000,110,14400,3900,0.35296396
"192 Grand Ocean Boulevard,Port Kennedy,6172",-32.35933879,115.7497991,2020/10/1,310000,177,46500,4000,1.763221581
"1 White Place,Subiaco,6008",-31.94306086,115.8343902,2020/10/1,753000,118,2500,119,0.292538038
"72 Queens Road,South Guildford,6055",-31.91296,115.97548,2020/10/1,595000,159,11900,1900,2.190263062
"10 Lowell Street,Secret Harbour,6173",-32.41235,115.76743,2020/10/1,500000,212,51900,9600,0.566363097
"194 Currie Street,Warnbro,6169",-32.34598,115.75344,2020/10/1,315000,119,44900,2600,0.335678665
"72 Torquata Drive,Mirrabooka,6061",-31.85466449,115.8587503,2020/10/1,373000,144,10900,6000,0.557521629
"24 Salwood Loop,Banksia Grove,6031",-31.6895488,115.8031456,2020/10/1,450000,214,29600,6100,1.189559889
"20 Shepherd Street,Glen Forrest,6071",-31.91266719,116.1056152,2020/10/1,615000,164,23700,10200,1.457936402
"10 Madras Crescent,Port Kennedy,6172",-32.37507,115.74841,2020/10/1,355000,172,48200,5700,3.431541043
"22 Gayton Road,City Beach,6015",-31.92575,115.76928,2020/10/1,1610000,147,9000,6300,1.729887197
"8 Meere Lane,Clarkson,6030",-31.67694,115.72961,2020/10/1,375000,148,33000,1700,0.278617652
"8 Onyx Lane,Wellard,6170",-32.26129507,115.8474859,2020/10/1,338000,146,34400,2900,1.102063396
"7 Nashville Loop,Currambine,6028",-31.7369575,115.7393967,2020/10/1,400000,101,26500,1700,1.971853363
"27 Bluestone Parkway,Secret Harbour,6173",-32.409864,115.7692442,2020/10/1,545000,220,51600,9300,0.883481063
"24 Mattison Way,Greenwood,6024",-31.8304,115.82071,2020/10/1,615000,192,14000,2800,1.047038358
"7 Oliver Street,Scarborough,6019",-31.90242,115.7608,2020/10/1,1265000,274,10800,4300,1.647081747
"9 Covenham Crescent,Aveley,6069",-31.78682546,115.9940626,2020/10/1,430000,160,22400,11700,1.167177026
"24 James Street,Gosnells,6110",-32.08344,115.99724,2020/10/1,426000,250,19600,1400,1.649990955
"8 Plaistowe Boulevard,Byford,6122",-32.210697,116.004265,2020/10/1,425000,192,31900,6400,1.434150677
"10 Nathaniel Way,Orelia,6167",-32.23274,115.8182,2020/10/1,225000,131,31500,2300,0.692784909
"24 la Mirada Avenue,Clarkson,6030",-31.682612,115.732959,2020/10/1,360000,144,32300,1000,0.823519168
"20 Bardeen Pass,Carramar,6031",-31.7083421,115.7969344,2020/10/1,575000,222,27800,4800,1.075858529
"8 Foundry Street,Maylands,6051",-31.9281002,115.8977972,2020/10/1,577500,132,4600,570,1.863447245
"2 Oakleigh Pass,Harrisdale,6112",-32.11651673,115.9207251,2020/10/1,430000,130,19200,6000,1.499587357
"95 Smyth Road,Nedlands,6009",-31.97741927,115.8054615,2020/10/1,1620000,160,5800,2000,1.98447818
"98 Sydenham Road,Doubleview,6018",-31.90636266,115.7853277,2020/10/1,930000,272,8600,2300,0.678770495
"8 Kempeana Way,Baldivis,6171",-32.35443279,115.8103634,2020/10/1,395000,202,45000,5100,1.811620658
"9A Shenton Avenue,Joondalup,6027",-31.74071685,115.7734009,2020/10/1,300000,90,24900,733,1.189268853
"22 Buttercup Crescent,High Wycombe,6057",-31.93723,116.01723,2020/10/1,442000,143,15100,5300,4.316700995
"8 Kilto Close,Ballajura,6066",-31.84379,115.90719,2020/10/1,374000,134,12900,8300,1.304080212
"197A Holbeck Street,Doubleview,6018",-31.89153836,115.7843144,2020/10/1,528000,112,9800,2000,0.999636707
"28 Mokutu Court,Quinns Rocks,6030",-31.65958,115.69638,2020/10/1,430000,164,36000,2700,1.309037582
"207 Riseley Street,Booragoon,6154",-32.04382,115.83546,2020/10/1,705000,195,10400,1800,1.606982459
"24 Cardinal Drive,The Vines,6069",-31.75915,115.99996,2020/10/1,900000,280,25300,14700,2.917502563
"212 Ocean Drive,Quinns Rocks,6030",-31.65975,115.68875,2020/10/1,1000000,284,36300,2900,2.029787756
"2335 Coppin Road,Parkerville,6081",-31.89149,116.1454,2020/10/1,575000,230,27900,13600,3.389021323
"1/48 Collier Avenue,Balcatta,6021",-31.87694,115.83202,2020/10/1,359000,117,8800,3200,1.87474132
"2 Linto Way,Alexander Heights,6064",-31.82711,115.8539,2020/10/1,385000,144,13900,5800,1.542998808
"8/32 Hubert Road,Maylands,6051",-31.93513084,115.9022045,2020/10/1,416000,84,4500,1400,2.56064633
"9 Sandpiper Street,Harrisdale,6112",-32.10679348,115.9335391,2020/10/1,501000,196,18600,6900,0.566081137
"1 Babbler Court,Maida Vale,6057",-31.95242,116.0207,2020/10/1,570000,225,15300,7000,2.74677214
"2 Abilene Link,Success,6164",-32.14861453,115.8585088,2020/10/1,560000,233,21900,2600,0.741807801
"27 La Grange Loop,Currambine,6028",-31.7375,115.75058,2020/10/1,690000,224,26000,1400,1.02549353
"7 Sekem Street,North Perth,6006",-31.93394,115.8544,2020/10/1,1000500,223,2100,1500,1.306943596
"236 Lakeside Drive,Joondalup,6027",-31.74122,115.77454,2020/10/1,450000,138,24800,788,1.309078989
"25 Matthew Avenue,Leeming,6149",-32.06613,115.86523,2020/10/1,729000,148,12700,1400,1.25760303
"10 Stone Court,Bibra Lake,6163",-32.08767,115.84599,2020/10/1,435000,138,15100,2400,1.751909462
"1D Kitchener Road,Melville,6156",-32.036336,115.796988,2020/10/1,525000,112,11000,4300,1.367241736
"9 Albacore Drive,Sorrento,6020",-31.82129,115.75767,2020/10/1,815000,238,17400,2400,0.896786715
"8 Withnell Drive,Ellenbrook,6069",-31.77068563,115.964971,2020/10/1,446000,194,22600,14300,0.879796632
"70 Merilee Terrace,Kelmscott,6111",-32.1094,116.02508,2020/10/1,560000,279,23500,1200,1.706026783
"7 Howe Street,Beeliar,6164",-32.131111,115.792026,2020/10/1,647500,259,20900,6300,3.202757524
"1/59 Hastings Street,Scarborough,6019",-31.8996,115.75956,2020/10/1,579000,133,11100,4300,1.709824407
"70 Lakeview Drive,Edgewater,6027",-31.76537,115.78542,2020/10/1,560000,146,21900,985,0.845424156
"20 Butson Street,Hilton,6163",-32.07389,115.78592,2020/10/1,601000,73,15200,4600,0.714711755
"70 Huntingdale Crescent,Connolly,6027",-31.75349,115.76158,2020/10/1,615000,183,24000,1100,1.781405154
"75 Hillwood Avenue,Warwick,6024",-31.83714,115.80297,2020/10/1,550000,161,13900,1100,1.189643285
"75 Hardy Road,Ashfield,6054",-31.92017267,115.9388339,2020/10/1,420000,269,8400,888,0.877581593
"21 Apsley Road,Willetton,6155",-32.04819,115.87529,2020/10/1,695000,170,10800,2000,0.495912008
"8 Bideford Street,Warnbro,6169",-32.33852,115.75525,2020/10/1,280000,157,44100,1800,0.512903523
"21 Semerwater Crescent,Aveley,6069",-31.78914175,115.9999233,2020/10/1,330000,154,22400,11400,1.485549332
"238 Canning Road,Lesmurdie,6076",-31.99543,116.06641,2020/10/1,545000,118,20200,9900,1.359636612
"10 Torridge Approach,Piara Waters,6112",-32.14136275,115.9115213,2020/10/1,640000,217,21500,5300,4.010685191
"25 Pruiti Crescent,Lesmurdie,6076",-32.00754,116.05413,2020/10/1,825000,300,19400,8200,0.601616169
"96 Poincaire Street,Stirling,6021",-31.87665549,115.8200932,2020/10/1,525000,119,9200,2400,0.752232884
"10 Torquay Pass,Mindarie,6030",-31.6916061,115.7049561,2020/10/1,720000,254,32500,3100,1.410762649
"2 Bell Court,Armadale,6112",-32.16363,116.00846,2020/10/1,260000,120,27400,1200,0.602160737
"27 Meadow Place,Quinns Rocks,6030",-31.66685,115.70618,2020/10/1,339000,107,34900,3600,0.81824873
"91A Rome Road,Melville,6156",-32.04558,115.80831,2020/10/1,805000,287,11400,4300,0.280624123
"26 Shoalwater Parkway,Iluka,6028",-31.73866,115.73549,2020/10/1,800000,236,26500,2100,1.825919892
"98 Fisher Street,Rockingham,6168",-32.28858,115.72399,2020/10/1,365000,147,39500,3500,1.15689393
"8 Barunga Way,Craigie,6025",-31.78348916,115.7574597,2020/10/1,388000,102,21100,2400,1.554682607
"9 Annandale Way,Harrisdale,6112",-32.11323119,115.933613,2020/10/1,755000,271,19300,7500,0.25748584
"9 ANTIBES COURT,Mindarie,6030",-31.67875,115.7111,2020/10/1,510000,159,33500,2900,0.297756529
"210 Herbert Street,Doubleview,6018",-31.89229,115.77806,2020/10/1,1075000,278,10100,2500,0.69198592
"10 Hope Crescent,Lesmurdie,6076",-31.98933,116.0578,2020/10/1,815000,192,19200,9700,0.975666087
"9 Barracuda Rise,Warnbro,6169",-32.34597,115.75467,2020/10/1,240000,102,44900,2500,0.322646701
"108 Forrest Street,Fremantle,6160",-32.04812496,115.7698856,2020/10/1,625000,116,13600,2400,1.289249375
"27 Hird Place,Palmyra,6157",-32.05004,115.78507,2020/10/1,612500,147,12900,3800,1.966693971
"10 Robins Road,Kalamunda,6076",-31.98126,116.05083,2020/10/1,570000,292,18400,9900,0.629800125
"2 Woodlake Boulevard,Ellenbrook,6069",-31.79086,115.96697,2020/10/1,426000,162,20600,12000,0.643121181
"208 Selby Street,Wembley,6014",-31.93945929,115.8044924,2020/10/1,750000,138,5300,2200,2.255710265
"1A Chipala Road,Westminster,6061",-31.86874446,115.8336813,2020/10/1,300000,107,9600,4000,2.160638897
"22 Ranford Way,Hillarys,6025",-31.81619,115.75167,2020/10/1,640000,118,18200,3000,1.333868183
"2 Marsala Way,Ellenbrook,6069",-31.79388,115.96182,2020/10/1,390000,122,20100,11700,0.827974132
"10 Jedburgh Loop,Sinagra,6065",-31.73989409,115.7985924,2020/10/1,315000,113,24300,3000,2.539395651
"27 Hanlin Way,Samson,6163",-32.07323,115.7976,2020/10/1,540000,112,14700,5000,0.403037218
